bigram phrase,frequency
a love,6
strength to,6
hope they,6
two reasons,6
that doing,6
nobody like,6
the family,6
country all,6
say is,6
young people,6
have also,6
they found,6
write that,6
about any,6
because again,6
i'm leading,6
are fantastic,6
two is,6
a nobody,6
crazy because,6
fine i,6
from washington,6
a report,6
see how,6
have they,6
debate so,6
missiles that,6
it people,6
it off,6
ever filed,6
china 1,6
us you,6
our business,6
bet you,6
they announce,6
can no,6
the ice,6
they're always,6
same day,6
they die,6
stories that,6
great assets,6
watch list,6
not really,6
unbelievable the,6
i've created,6
never had,6
his way,6
o'clock in,6
i supposed,6
is your,6
up today,6
five weeks,6
the men,6
gotta work,6
i bought,6
news that,6
mention the,6
here this,6
does the,6
get jobs,6
put on,6
agreement with,6
in three,6
job you,6
crowd in,6
the women,6
miss universe,6
that own,6
you we're,6
actually i,6
this hatred,6
great now,6
gonna look,6
just kept,6
football team,6
the dirty,6
are incompetent,6
name that,6
was this,6
their donors,6
66 year,6
sorry i,6
problem you,6
in order,6
who you,6
incentive to,6
exactly what,6
a talent,6
like about,6
see why,6
that's pretty,6
he spent,6
virginia or,6
country i'm,6
young and,6
story written,6
far in,6
14th amendment,6
seven percent,6
why when,6
terrible but,6
george will,6
press i,6
not leave,6
100 000,6
because everybody,6
sell it,6
crowds are,6
they find,6
200 for,6
is terrible,6
massive massive,6
a you,6
really did,6
the democratic,6
question but,6
of wall,6
tough can,6
good our,6
not here,6
yeah right,6
golf and,6
their jobs,6
today that,6
miles but,6
on fumes,6
paid off,6
have rebuilt,6
inspect the,6
great spirit,6
this anymore,6
problem but,6
ok not,6
did anyone,6
could make,6
pearl harbor,6
twelve o'clock,6
so a,6
on so,6
couldn't figure,6
lose all,6
walls and,6
me personally,6
around i,6
other they,6
the killers,6
about is,6
three thousand,6
once and,6
incredible guy,6
doesn't like,6
i became,6
be fair,6
so dishonest,6
like we're,6
not fair,6
and can,6
that's because,6
rubio is,6
person they,6
term and,6
up this,6
once we,6
i leave,6
you told,6
hundred people,6
read all,6
media i,6
747 with,6
run you,6
us if,6
wall right,6
so should,6
to better,6
so cheap,6
say hello,6
the base,6
has ever,6
great state,6
it turns,6
out well,6
200 million,6
election right,6
hampshire i,6
japan mexico,6
mind and,6
my sis,6
guy over,6
out he,6
one you,6
in yemen,6
question and,6
don't blame,6
guarantee i,6
be beaten,6
replaced with,6
mexico's gonna,6
make televisions,6
it's in,6
together and,6
chefs in,6
they finally,6
minutes we,6
have my,6
think people,6
it three,6
say look,6
place you,6
like four,6
guys got,6
him he's,6
back right,6
it said,6
negotiation i,6
like free,6
that i'd,6
sometimes the,6
that group,6
smack in,6
turned on,6
government is,6
as i'm,6
much cheaper,6
didn't believe,6
state i,6
did people,6
don't love,6
money into,6
drug problem,6
of buildings,6
state and,6
house stupid,6
our side,6
much higher,6
sure but,6
you're seeing,6
that coming,6
it's doing,6
famous scene,6
either have,6
never sign,6
more powerful,6
sudden i,6
two nights,6
three months,6
read i,6
in trump,6
many environmental,6
amendment i,6
watched i,6
business we,6
with republicans,6
back jobs,6
million for,6
too i,6
always the,6
running as,6
troops ready,6
this question,6
understand you,6
let this,6
don't mention,6
getting our,6
taken our,6
taken a,6
forever before,6
and new,6
not we,6
no we're,6
and second,6
may not,6
and great,6
again this,6
list of,6
honest and,6
against me,6
this many,6
be leading,6
against you,6
are bad,6
been focused,6
clue they,6
the bill,6
i'll bring,6
school of,6
the southern,6
way what,6
iowa they,6
early and,6
more going,6
these companies,6
wait for,6
it means,6
sudden he,6
it's gone,6
clock doesn't,6
no the,6
way below,6
us how,6
american wages,6
went like,6
gonna knock,6
the various,6
that plane,6
for education,6
want is,6
place so,6
iraq they,6
stage and,6
immigration i,6
twenty four,6
amazing time,6
job to,6
now here's,6
can stop,6
this study,6
don't respect,6
hear more,6
met so,6
bad it,6
majority but,6
this too,6
a common,6
beat us,6
way one,6
this message,6
tell people,6
a sign,6
being hunted,6
forever so,6
be hit,6
great experience,6
next debate,6
as bad,6
you who,6
election based,6
bridge in,6
a world,6
successful as,6
you keep,6
no not,6
tough but,6
or any,6
lot better,6
building up,6
much less,6
the agreement,6
and replaced,6
happen you,6
angeles a,6
mother and,6
country could,6
migration and,6
attacked the,6
you listen,6
have gotten,6
build our,6
breaks his,6
him up,6
years older,6
without us,6
over it's,6
might as,6
these kids,6
on soon,6
actually came,6
nothing it's,6
when your,6
everybody to,6
friends from,6
election but,6
again get,6
stupid leaders,6
it were,6
got down,6
the children,6
you're running,6
know nobody's,6
listened to,6
legally they,6
die waiting,6
to debate,6
lobbyists are,6
energy in,6
paid me,6
trump all,6
great football,6
we're building,6
dont have,6
we're now,6
everything's fine,6
our best,6
a mercedes,6
wasn't a,6
make any,6
there's nobody,6
that over,6
stop you,6
like trump,6
so addicted,6
some great,6
percent unemployment,6
any business,6
they mean,6
great that,6
in those,6
a nasty,6
were leading,6
that nobody's,6
1290 avenue,6
the cash,6
and her,6
we either,6
at st,6
to beat,6
addicted and,6
pick a,6
4 500,6
right she,6
so incompetent,6
debate with,6
republican governors,6
set and,6
guys said,6
them use,6
close to,6
but money,6
in brooklyn,6
night live,6
unless i,6
shot for,6
seen and,6
one who,6
drive the,6
back let,6
you man,6
class has,6
a son,6
they kill,6
the gate,6
his leg,6
you now,6
for jobs,6
military people,6
pollster what,6
alright so,6
and day,6
vote you,6
to figure,6
happens you,6
night but,6
which and,6
big lie,6
they win,6
following day,6
protect your,6
around a,6
right a,6
knows where,6
we negotiate,6
wife came,6
fact you,6
at fox,6
i'm actually,6
wouldn't let,6
beautiful marble,6
with saudi,6
wasn't gonna,6
man is,6
totally control,6
go against,6
but on,6
buy drugs,6
people much,6
i bring,6
did what,6
off i,6
put into,6
location but,6
massive numbers,6
bergdahl we,6
japan where,6
from oil,6
be gone,6
poll just,6
them do,6
look good,6
a bunch,6
while he,6
be any,6
over his,6
here by,6
don't feel,6
to germany,6
get your,6
has some,6
arabia before,6
beautiful kate,6
point and,6
want we,6
they're just,6
really was,6
fair haired,6
billion and,6
we keep,6
it talks,6
yet he,6
move it,6
and put,6
in dallas,6
popular person,6
be home,6
we cannot,6
actually have,6
say listen,6
say could,6
turns out,6
get hit,6
central park,6
the environmental,6
the promised,6
troops would,6
in because,6
just heard,6
gets 25,6
treated very,6
terrible to,6
really appreciate,6
out who,6
lose they,6
my hair,6
one million,6
now coming,6
couldn't tell,6
doesn't take,6
into manhattan,6
had 12,6
they're amazing,6
sure the,6
i've gotten,6
it strong,6
get great,6
it used,6
cities and,6
it's too,6
i right,6
like for,6
head to,6
in when,6
been no,6
said his,6
five times,6
can say,6
then he'll,6
nice man,6
some big,6
folks that,6
time that,6
subject of,6
while and,6
grew up,6
killed 14,6
you send,6
the miss,6
they're better,6
got and,6
war in,6
our youth,6
the fire,6
election's over,6
so last,6
the girl,6
by saying,6
that as,6
picked the,6
that room,6
this other,6
at home,6
or anything,6
bought it,6
got very,6
left the,6
warming climate,6
too soon,6
right take,6
think but,6
back by,6
plated the,6
be making,6
think there's,6
money not,6
calling for,6
out we're,6
horrible people,6
there's like,6
they killed,6
way up,6
soon you,6
lives on,6
quickly i,6
of general,6
they'll never,6
plan to,6
gives up,6
was nice,6
because with,6
easy i,6
is acting,6
the election's,6
sir you,6
a powerful,6
doing things,6
years from,6
will let,6
his election,6
fighting us,6
of concrete,6
her greatest,6
i dunno,6
three four,6
wall but,6
country would,6
who has,6
done by,6
again that's,6
end i,6
tonight is,6
more years,6
forget about,6
can possibly,6
nobody but,6
one so,6
want two,6
would happen,6
has lost,6
weapons that,6
ago that's,6
me good,6
or one,6
school i,6
mostly made,6
a helicopter,6
no jobs,6
people some,6
somebody had,6
thing don't,6
called him,6
he plays,6
me today,6
to north,6
to texas,6
made and,6
for his,6
made that,6
the major,6
done with,6
fun i,6
is before,6
people standing,6
i sometimes,6
doing like,6
bigger better,6
wall this,6
thousand we,6
world right,6
have everybody,6
energy person,6
percent 100,6
of something,6
all he,6
them even,6
say by,6
since i,6
equipment and,6
the wonderful,6
defend japan,6
a second,6
and triple,6
ok that,6
front row,6
your doctor,6
was he,6
me cause,6
using the,6
support you,6
to charity,6
money per,6
would get,6
yeah i'm,6
academy awards,6
done these,6
better country,6
total disaster,6
level that,6
how easy,6
senators and,6
down that,6
make sense,6
guy now,6
senior citizen,6
about some,6
really the,6
work they,6
father said,6
crazy we,6
never speak,6
were fighting,6
and has,6
ramps over,6
have money,6
play the,6
give everybody,6
is nothing,6
an option,6
gave him,6
there's never,6
on me,6
most highly,6
as hell,6
now than,6
hear the,6
education back,6
using a,6
you talked,6
right through,6
our infrastructure,6
their job,6
serious trouble,6
understand i,6
crowds they,6
worked with,6
folks it's,6
are within,6
a so,6
phones and,6
she's being,6
packed we,6
leadership by,6
to congress,6
get me,6
you've changed,6
with 24,6
china we're,6
of johnson,6
telling people,6
one we're,6
hillary gets,6
it either,6
gonna leave,6
me i've,6
obamacare they,6
do know,6
estate business,6
won't mention,6
poll where,6
get we,6
political acts,6
action so,6
one because,6
drop them,6
tax no,6
energy i'm,6
father heard,6
oh yeah,6
don't be,6
done so,6
ever happened,6
good so,6
representing us,6
two percent,6
all you,6
18 trillion,6
people still,6
big cuts,6
them down,6
sure you,6
country legally,6
we fight,6
from cnn,6
that gave,6
today or,6
he looked,6
florida we,6
can't put,6
golf he,6
happens in,6
oklahoma 20,6
we mention,6
not eating,6
bombs all,6
doctors that,6
of folks,6
anyone ever,6
i listened,6
cars and,6
work on,6
through them,6
extension of,6
owe 19,6
businesses know,6
their incredible,6
same you,6
all day,6
like maybe,6
horrible deal,6
change it,6
you out,6
firms in,6
down into,6
000 i,6
he's my,6
bullet shot,6
to denounce,6
like 20,6
pretty sure,6
wow wow,6
he'll be,6
high and,6
like crazy,6
have many,6
open in,6
always like,6
tell them,6
negotiate you,6
job but,6
me very,6
things happened,6
up just,6
debate stage,6
joe scarborough,6
easy but,6
law enforcement,6
beat hillary,6
should help,6
the angels,6
mister truck,6
takes care,6
more beautiful,6
to three,6
i killed,6
whole group,6
guys you,6
be less,6
their stuff,6
let's talk,6
and call,6
45 and,6
there by,6
but us,6
back this,6
do some,6
making nuclear,6
have doubled,6
file format,6
union leader,6
bad but,6
that here,6
be it,6
very expensive,6
they're playing,6
the media's,6
almost three,6
have loved,6
your police,6
drugs they,6
him again,6
ever hear,6
somebody was,6
was by,6
said one,6
ripping the,6
me that's,6
donors the,6
and ten,6
our chief,6
he thinks,6
smarter and,6
from different,6
richest people,6
couldn't stand,6
they giving,6
very true,6
anybody cuz,6
i'm angry,6
let's get,6
else i,6
or i,6
wouldn't say,6
get involved,6
fan of,6
to china,6
stands up,6
assume that,6
the answer,6
people dying,6
something you,6
house we,6
truck for,6
you wanna,6
on come,6
dead with,6
watch one,6
the many,6
doing here,6
with politicians,6
and me,6
one the,6
about we,6
two hours,6
whatever he,6
a given,6
makes it,6
because right,6
leader ok,6
china will,6
the ultimate,6
and come,6
i'm right,6
gotta win,6
be up,6
bring people,6
for somebody,6
usa and,6
it's sad,6
fantastic people,6
all talking,6
they pull,6
of ford,6
balance the,6
mit was,6
how dishonest,6
it's that,6
five months,6
me say,6
pastors and,6
ten million,6
i school,6
good my,6
sound as,6
happening so,6
over what,6
good ratings,6
beautiful beautiful,6
that energy,6
need your,6
we're losing,6
know hillary,6
these two,6
read a,6
horrible number,6
this feature,6
i'd be,6
our businesses,6
work out,6
more oreos,6
dealing with,6
successful person,6
along and,6
big lake,6
i've always,6
but let,6
folks who,6
everybody has,6
and give,6
never forget,6
guns but,6
week we,6
but wouldn't,6
victory and,6
be opening,6
to they,6
congress is,6
that's on,6
bad it's,6
want one,6
last year,6
just did,6
them two,6
on let's,6
courage and,6
promised land,6
heart but,6
ago you,6
tough tough,6
radio commercial,6
group they,6
my financials,6
he knew,6
he used,6
gonna miss,6
are actually,6
our equipment,6
is looking,6
just now,6
we believe,6
repealed and,6
time i'm,6
negotiators and,6
the red,6
new china,6
into an,6
respect and,6
much tougher,6
the countries,6
something really,6
2000 and,6
sitting on,6
day a,6
are at,6
knows about,6
weeks and,6
family we,6
for charity,6
winning all,6
but very,6
know who's,6
his career,6
of israel,6
when number,6
does take,6
these magnificent,6
dollars right,6
were they,6
amazing we,6
daughter likes,6
our country's,6
yet i,6
yourself in,6
much going,6
only time,6
we better,6
year to,6
be proud,6
dollars outside,6
heart you,6
year that's,6
terrorism we,6
bidding and,6
way because,6
anymore folks,6
was asked,6
prime minister,6
come through,6
the emails,6
ago so,6
job is,6
bad stuff,6
else the,6
the speeches,6
understand the,6
do he,6
wanna have,6
on vacation,6
been paying,6
chief negotiator,6
hours and,6
goes into,6
in love,6
must be,6
get attacked,6
an interview,6
sad when,6
and after,6
this audience,6
closure and,6
afghanistan and,6
day the,6
who won,6
everybody can,6
face with,6
being used,6
them anyway,6
something i'm,6
place they,6
the airplane,6
to apologize,6
cares i,6
very nicely,6
so true,6
said with,6
was happening,6
that's bigger,6
wanna we,6
saying well,6
gets the,6
important to,6
think i've,6
wall it's,6
love me,6
mean how,6
of crap,6
yet and,6
things in,6
saying why,6
this something,6
million or,6
be strong,6
would build,6
something if,6
notice we,6
are working,6
about waterboarding,6
wrote a,6
something we're,6
next door,6
whole new,6
do such,6
money right,6
will but,6
have political,6
the ground,6
you ask,6
can call,6
we leave,6
she came,6
this person,6
we see,6
i grew,6
i when,6
like them,6
hampshire right,6
they're tired,6
infrastructure our,6
now for,6
be three,6
success and,6
rich in,6
big factories,6
walking home,6
better for,6
vote ok,6
42 we,6
forum and,6
act of,6
places that,6
when jeff,6
a no,6
for extensions,6
people's heads,6
done you,6
coming over,6
bergdahl a,6
but also,6
it's nice,6
for christmas,6
that takes,6
be said,6
no i'm,6
terrorism and,6
save it,6
a meeting,6
stage of,6
that cnn,6
today but,6
every other,6
get over,6
does not,6
loved it,6
one we,6
five percent,6
politicians come,6
register in,6
vote no,6
bring that,6
were given,6
than it,6
strength of,6
good with,6
nuclear nuclear,6
are i,6
well what,6
know obama,6
have 10,6
company is,6
environment can,6
